,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7585,4,3,2,1,2,1,2,1,9,1,3,1,2,3,2,1,1,2,2,4,4,1
5807,1,3,6,2,1,1,1,1,2,2,1,2,2,3,2,1,1,1,2,1,4,6
5894,1,1,3,1,2,1,1,2,1,1,3,2,3,3,2,1,1,1,4,1,2,2
6674,2,3,4,1,1,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
5002,2,2,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,2,2
573,1,1,4,2,7,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,1,1
1328,2,2,2,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,3,4,1
1405,1,3,3,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,3,3,1
7819,3,1,5,1,9,1,1,1,9,1,5,1,4,8,9,1,1,3,5,4,5,2
4810,2,2,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1
535,4,1,3,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,4,7
4339,1,1,2,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1
5532,1,1,4,1,1,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,2
2611,2,2,4,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,2,1,2
4377,2,2,2,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1
3827,2,1,2,2,2,1,1,1,1,2,1,2,2,3,2,1,1,1,2,2,1,2
4160,2,2,2,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,2,2,2
4553,1,2,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,2,4
473,2,3,1,2,8,1,2,2,4,2,1,2,2,3,2,1,1,1,2,2,2,2
6922,2,3,5,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,3
3463,2,2,5,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,2,1,2
881,1,1,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,6,1
5259,2,3,2,2,1,1,1,1,1,2,1,2,2,3,2,1,1,1,2,1,2,1
4919,2,2,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,1
5055,1,1,2,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,1,1
5594,1,1,4,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
469,1,1,1,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,6,1
2770,2,2,4,2,2,1,1,1,6,2,1,2,2,3,2,1,1,1,2,2,2,2
4270,1,1,2,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,2
247,2,1,1,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,1,4
7222,1,3,5,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,4
6123,2,1,4,1,3,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
865,2,2,4,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,2,6
761,1,3,3,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,6,1
2664,1,1,2,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,3,1,2
6685,1,3,5,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
2897,1,2,2,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,2,1,2
7147,1,1,5,1,3,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
4280,1,2,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4
2638,1,1,4,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,2,2
425,2,1,4,2,7,1,1,1,4,1,4,2,4,3,2,1,1,1,2,2,1,4
6167,1,3,4,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,3
3289,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,3,1,2
1703,1,2,4,2,2,1,1,1,4,2,1,2,2,1,2,1,1,1,2,3,1,2
228,4,3,1,2,7,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,6,1
7071,2,1,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,2
2513,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2
693,1,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,4,1
1041,1,2,3,1,2,1,2,1,2,2,2,2,2,3,2,1,1,1,3,3,3,1
2722,1,1,4,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2
3849,1,2,5,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,2,1,2
1850,1,3,3,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,2,3,1
3992,1,2,2,1,4,1,2,2,6,1,1,2,2,3,2,1,1,1,2,2,4,2
7703,2,3,2,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,1,4
6918,2,3,5,1,3,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,2
6151,1,3,4,1,1,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,4
2276,1,2,4,2,2,1,1,1,9,2,1,2,2,3,1,1,1,1,2,2,1,2
1128,1,2,2,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,3,3,1
5577,1,1,8,1,2,1,2,2,9,1,1,2,2,3,5,1,1,1,3,4,2,3
7921,3,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,5,5,3
7966,2,1,4,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
58,1,1,4,2,7,1,1,1,1,1,4,2,4,3,2,1,1,1,2,3,1,4
1575,1,3,3,1,2,1,2,1,10,2,2,3,2,3,2,1,1,1,3,3,4,1
2357,1,1,5,2,2,1,1,1,4,2,1,2,2,1,2,1,1,1,2,3,1,2
5875,2,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,4
4922,2,1,5,2,2,1,1,1,6,2,1,2,2,1,2,1,1,1,2,2,1,2
3710,2,2,5,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,3,2,2
96,1,3,1,2,7,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,6,1
4035,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,4
960,2,2,3,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,3,3,1
1729,2,3,3,1,2,1,2,1,10,2,2,3,2,3,2,1,1,1,3,2,3,1
3870,1,2,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,2,2
877,2,1,1,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,1,1
7804,1,1,4,1,9,1,1,1,9,1,5,1,4,8,9,1,1,3,5,4,5,2
156,1,1,3,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,6,1
4928,1,1,1,1,1,1,1,1,5,1,1,1,1,5,7,1,1,1,1,1,1,1
4984,2,2,2,1,1,1,1,1,5,1,1,1,1,5,7,1,1,1,1,1,2,1
611,2,3,3,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,3,3,1
6643,1,3,5,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,2
4192,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
1188,1,2,4,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,2,4,1
4302,2,2,2,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,2
447,4,3,3,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,7
1479,2,3,4,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,2,3,1
6173,2,1,5,1,1,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,4
6771,2,3,4,1,3,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,3
592,1,1,3,2,6,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,4,1
7626,1,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,6,5,3
5152,2,1,6,2,2,1,1,1,12,1,1,2,2,3,2,1,1,2,2,7,2,7
7288,3,3,5,1,1,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,2
3000,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,2,4
4010,2,2,2,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,1,1,1,4
1858,1,3,3,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,3,4,1
847,4,3,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,6,7
7140,4,3,3,1,2,1,2,1,1,1,3,1,2,3,2,1,1,2,2,4,6,1
624,1,3,3,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,7
2855,1,1,5,2,2,1,1,1,6,2,1,2,2,3,2,1,1,1,2,2,1,2
7024,3,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,2,1,2,6,5,3
5902,1,2,4,1,2,1,2,2,9,1,1,2,2,3,5,1,1,1,3,4,2,3
6956,3,1,4,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,3
7628,3,1,4,1,3,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,3
756,1,3,3,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,2,3,1
1741,2,3,2,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,4,1
7440,2,3,5,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,4
3513,2,1,5,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,3,1,2
7853,1,3,3,1,2,1,2,1,5,1,3,1,2,3,2,1,1,2,2,4,6,1
3434,1,2,2,1,4,1,2,2,5,1,1,2,2,3,2,1,1,1,2,2,2,2
3686,1,2,3,1,4,1,1,2,4,1,1,2,2,3,2,1,1,1,2,2,4,2
6636,2,3,5,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,2
5070,1,3,5,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
3098,2,2,5,2,2,1,1,1,6,2,1,2,2,2,3,1,1,1,2,2,1,2
5793,2,1,4,1,2,1,2,2,9,1,1,2,3,3,5,1,1,1,3,4,2,3
1905,2,2,4,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,3,1
4385,2,1,2,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,1,1
764,2,2,2,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,3,3,1
1915,2,1,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,3,2,6
2820,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2
2338,1,1,5,2,2,1,1,1,4,2,1,2,2,1,1,1,1,1,2,2,1,2
6134,3,3,5,1,1,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,4
1732,1,2,3,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,2,4,1
1259,2,1,3,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,2,1
4024,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1
5650,2,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,4
1024,2,1,3,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,4,1
7952,1,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,2,1,2,2,5,3
752,4,1,1,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,1
3428,2,1,4,2,2,1,1,1,6,2,1,2,2,2,3,1,1,1,2,3,1,2
2699,1,2,5,2,2,1,1,1,4,2,1,2,2,1,2,1,1,1,2,2,2,2
351,4,1,3,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,1
5852,4,3,3,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,7
7828,2,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,2,1,2,2,2,3
1888,1,2,4,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,2,2,2
4847,2,3,6,2,1,1,1,1,2,2,1,3,2,3,2,1,1,1,2,1,2,6
3908,2,2,1,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,1,1,1,2
1862,1,2,2,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,2,1,2
4503,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,2,1
561,1,3,1,2,7,1,2,2,4,2,1,2,2,3,2,1,1,1,2,8,2,2
7578,3,1,4,1,3,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,4
4508,1,2,1,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,2,2
5694,2,3,4,2,2,1,1,1,11,1,3,2,2,6,2,1,1,2,3,4,5,5
2348,2,2,4,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,2,1,2
2899,1,1,2,2,2,1,1,1,9,2,1,2,2,2,2,1,1,1,2,2,1,2
1593,1,2,2,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,3,4,1
1047,1,2,4,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,3,2,2
6009,2,1,5,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,2
2523,1,1,2,2,2,1,1,1,4,2,1,2,2,3,1,1,1,1,2,2,1,2
414,4,1,1,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,1
6985,1,3,4,1,1,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,4
4329,2,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,2,2
3768,2,2,2,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,3,1,2
2826,2,2,4,2,2,1,1,1,4,2,1,2,2,3,3,1,1,1,2,3,2,2
6764,1,3,4,1,3,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,4
2111,1,3,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,2,1
3209,2,2,5,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,3,2,2
4765,1,1,2,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,2
3838,2,1,5,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,3,1,2
6213,4,2,2,1,2,1,2,1,1,1,3,1,2,3,2,1,1,2,2,4,6,1
7833,3,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,2,5,3
2301,1,2,2,2,2,1,1,1,9,2,1,2,2,1,2,1,1,1,2,2,2,2
6955,3,3,5,1,3,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,3
2579,1,1,5,2,2,1,1,1,4,2,1,2,2,1,2,1,1,1,2,3,2,2
842,5,2,2,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,3,1,6
1146,1,2,2,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,2,3,1
5272,3,2,4,1,2,1,2,2,9,1,1,2,2,3,5,1,1,1,3,4,2,3
1820,1,2,4,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,3,4,1
6607,3,1,4,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
1253,2,1,4,2,6,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,4,1
3717,2,1,2,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,2,2
8065,3,3,5,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,4
4871,2,1,5,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,3,2,2
2110,1,1,5,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,2,2,2
5435,1,1,9,1,2,1,1,2,1,1,3,2,3,3,2,1,1,1,4,1,1,2
5774,1,3,6,2,1,1,1,1,1,2,1,3,3,3,2,1,1,1,2,1,2,6
378,4,1,1,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,1
3437,2,2,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,3,1,2
5550,2,1,10,1,2,1,1,2,1,1,3,2,3,3,2,1,1,1,4,1,2,2
1335,1,3,4,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,2,3,1
1223,2,3,4,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,3,3,1
2685,1,1,5,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,2,1,2
7245,4,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,9,5,3
4830,3,1,5,2,2,1,1,1,11,1,3,2,2,3,2,1,1,2,3,4,5,5
6156,1,3,5,1,1,1,1,2,3,2,3,2,2,3,1,1,1,1,3,4,2,2
5641,2,1,2,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,4
6951,1,2,3,1,2,1,2,1,9,1,3,2,2,3,2,1,1,2,2,4,4,1
5827,3,3,4,2,2,1,1,1,11,1,3,2,2,6,2,1,1,2,3,4,5,5
6921,3,3,5,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,2
2306,1,2,5,2,2,1,1,1,1,2,1,2,2,3,2,1,1,1,2,3,2,2
6083,3,1,4,1,5,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,3
4439,2,3,2,2,1,1,1,1,2,2,1,3,3,3,2,1,1,1,2,1,4,6
5082,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1616,2,2,2,1,2,1,2,1,10,2,2,2,2,3,2,1,1,1,3,2,3,1
2833,1,1,2,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,3,2,2
8084,3,2,3,1,2,1,2,1,5,1,3,2,1,3,2,1,1,2,2,4,4,1
3771,2,1,4,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2
2845,1,1,2,2,2,1,1,1,6,2,1,2,2,1,1,1,1,1,2,3,1,2
8063,3,1,5,1,1,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,3
1671,2,1,4,2,8,1,1,1,4,1,4,2,4,3,2,1,1,1,2,2,1,4
3244,1,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2
4350,1,1,1,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,1,1,2,4
5862,2,3,4,2,2,1,1,1,9,1,3,2,2,3,2,1,1,2,3,4,5,5
4775,2,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,4
5241,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2
1175,4,1,1,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,7
4996,2,2,2,1,1,1,1,1,5,1,1,1,1,5,5,1,1,1,1,1,1,4
6377,1,3,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,3
7328,4,3,2,1,2,1,2,1,1,1,3,2,2,3,2,1,1,2,2,4,6,1
1839,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,3,3,1
5659,2,3,6,2,1,1,1,1,2,2,1,2,3,3,2,1,1,1,2,1,4,1
6566,2,3,4,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
3658,2,1,4,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,2,2,2
547,1,2,1,2,8,1,2,2,1,2,1,2,2,3,2,1,1,1,2,8,2,2
5281,2,3,6,2,1,1,1,1,1,2,1,3,2,3,2,1,1,1,2,1,2,6
7463,3,1,4,1,3,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,2
6635,1,3,4,1,1,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
4264,2,2,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1
172,4,1,1,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,1
4104,2,1,5,2,2,1,1,1,4,2,1,2,2,2,3,1,1,1,2,2,2,2
3721,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2
2268,1,2,2,2,2,1,1,1,1,2,1,2,2,1,3,1,1,1,2,2,2,2
6088,2,3,4,1,3,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
2478,1,3,2,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,2,4,1
4526,1,1,1,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,1,1,2,2
8002,2,3,4,1,2,2,1,1,4,1,3,2,2,4,4,1,2,1,2,9,2,3
8112,3,1,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
4959,1,1,2,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,2
2905,1,2,2,2,2,1,1,1,4,2,1,2,2,1,3,1,1,1,2,3,1,2
5705,1,3,2,2,1,1,1,1,9,2,1,2,2,3,2,1,1,1,2,1,2,1
4328,1,1,4,1,3,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,4
6739,1,1,5,1,1,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,3
6992,2,3,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
1038,1,3,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,4,6
323,1,1,4,2,8,1,1,1,1,1,4,2,4,3,2,1,1,1,2,2,4,4
7066,3,3,2,1,2,1,2,1,5,1,3,1,1,3,2,1,1,2,2,4,4,1
7210,1,2,3,1,2,1,2,1,5,1,3,1,2,3,2,1,1,2,2,4,6,1
2229,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2
5717,2,3,2,2,1,1,1,1,1,2,1,2,2,3,2,1,1,1,2,1,4,1
5564,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,2,1
6705,2,1,5,1,1,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,2
893,1,3,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,7
7859,4,3,3,1,2,1,2,1,1,1,3,1,1,3,2,1,1,2,2,4,6,1
7587,3,3,4,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
324,4,1,3,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,6,1
1215,1,3,3,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,3,1
5397,4,2,4,1,2,1,1,2,9,1,3,1,4,3,6,1,1,1,3,4,2,2
4112,2,2,5,2,2,1,1,1,6,2,1,2,2,1,2,1,1,1,2,2,2,2
4609,1,1,4,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,2
7464,3,3,5,1,3,1,1,2,3,2,3,1,2,3,1,1,1,1,3,4,2,2
5500,1,1,4,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,4
3909,2,1,2,2,2,1,1,1,4,2,1,2,2,3,3,1,1,1,2,3,1,2
1129,2,3,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,2,6
7292,3,3,2,1,2,1,2,1,9,1,3,2,2,3,2,1,1,2,2,4,6,1
2865,1,2,5,2,2,1,1,1,4,2,1,2,2,2,1,1,1,1,2,2,1,2
2867,1,1,2,2,2,1,1,1,1,2,1,2,2,1,3,1,1,1,2,2,1,2
664,4,3,1,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,7
1835,1,1,4,2,2,1,1,1,9,2,1,2,2,1,3,1,1,1,2,2,1,2
3196,2,2,5,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,3,2,2
208,4,1,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,6,1
5049,1,1,2,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,2,2
747,1,3,4,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,2,6
7122,3,3,3,1,2,1,2,1,9,1,3,2,1,3,2,1,1,2,2,4,6,1
798,1,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,4,4
88,5,2,4,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,2,6
734,4,1,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,4,1
3206,2,1,2,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,3,1,2
3405,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2
6549,3,3,5,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
1174,1,2,2,1,2,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,1,6
7106,2,3,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
5265,1,1,4,1,5,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,2
1153,1,1,3,2,6,1,1,2,4,1,2,2,2,3,2,1,1,1,2,3,2,1
198,2,3,3,2,7,1,2,2,4,2,1,2,2,3,2,1,1,1,2,2,2,2
5766,1,1,3,1,2,1,1,2,6,1,3,2,3,3,2,1,1,1,4,1,2,2
3540,2,1,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,2,2,2
1097,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,3,4,1
548,1,3,1,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,2,6,7
2684,1,2,4,2,2,1,1,1,9,2,1,2,2,3,2,1,1,1,2,2,2,2
6276,1,3,4,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
6805,2,1,4,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
8024,1,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,2,1,2,5,5,3
1321,2,2,3,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,3,4,1
3350,1,3,2,1,4,1,2,2,5,1,1,2,2,3,2,1,1,1,2,2,4,2
7775,1,3,3,1,2,1,2,1,1,1,3,2,2,3,2,1,1,2,2,4,6,1
4789,2,2,2,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,2,4
7142,4,2,2,1,2,1,2,1,1,1,3,2,1,3,2,1,1,2,2,4,6,1
8041,1,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,6,5,3
5313,1,3,3,2,1,1,1,1,2,2,1,3,2,3,2,1,1,1,2,1,2,1
3518,2,1,5,2,2,1,1,1,4,2,1,2,2,1,2,1,1,1,2,3,2,2
7347,3,3,5,1,5,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,3
5470,1,1,4,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
5247,4,1,3,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,1
7409,3,3,5,1,5,1,1,2,3,2,3,2,2,3,2,1,1,1,3,4,2,4
6820,2,3,5,1,3,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,3
2226,1,2,3,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,2,4,1
4375,1,1,4,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,2
937,2,3,2,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,3,3,1
